,ip,app,device,os,channel,is_attributed,days,hours,minutes,seconds
14114,45745,11,1,19,469,0,9,7,26,26
14115,50328,3,1,19,115,0,9,13,35,22
14116,22478,64,1,13,459,0,8,2,25,49
14117,123586,15,1,16,130,0,7,5,22,43
14118,116831,3,1,13,30,0,9,11,6,11
14119,99754,12,1,13,245,0,8,8,32,59
14120,61623,2,1,8,212,0,7,12,32,15
14121,27627,3,1,17,424,0,8,10,49,11
14122,92548,15,1,13,245,0,7,15,9,28
14123,105140,12,1,13,328,0,8,5,16,18
14124,198552,27,1,16,153,0,7,22,55,49
14125,224916,103,1,19,213,1,8,12,16,54
14126,64197,21,1,20,232,0,8,23,24,7
14127,68599,3,1,20,280,0,9,9,1,19
14128,84644,23,1,19,153,0,8,13,13,7
14129,30954,6,1,18,125,0,8,14,18,27
14130,43112,3,1,58,280,0,7,2,58,28
14131,3410,14,1,19,379,0,6,23,44,48
14132,258053,3,1,13,280,0,8,13,16,11
14133,40022,12,2,9,265,0,9,13,42,17
14134,83866,3,1,10,442,0,9,9,34,45
14135,31242,2,1,13,237,0,7,2,34,13
14136,78399,3,1,10,280,0,7,1,1,27
14137,61066,2,1,8,477,0,6,20,7,23
14138,78911,26,1,37,121,0,9,4,9,16
14139,179514,12,1,13,265,0,7,10,52,21
14140,116055,18,1,13,107,0,8,6,7,11
14141,36599,8,1,17,145,0,6,23,12,23
14142,100275,2,1,19,236,0,9,1,28,48
14143,219080,14,1,10,401,0,9,1,20,40
14144,152714,3,1,4,480,0,8,9,58,35
14145,6662,12,1,13,481,0,7,9,3,48
14146,37233,12,1,19,140,0,7,13,6,49
14147,42334,2,1,19,477,0,7,4,55,18
14148,23487,3,1,13,280,0,8,17,1,22
14149,625,18,1,18,107,0,8,1,0,31
14150,242423,15,1,13,379,0,8,7,42,35
14151,115746,12,1,13,265,0,7,1,46,30
14152,7318,24,1,32,105,0,7,6,23,26
14153,173967,2,1,25,477,0,9,6,8,35
14154,66302,21,1,19,128,0,8,9,59,49
14155,64936,9,1,17,127,0,8,22,59,43
14156,310512,9,1,19,107,0,9,14,46,1
14157,99754,26,1,17,477,0,9,1,8,15
14158,99140,9,1,17,134,0,8,1,0,14
14159,103855,14,1,9,442,0,9,11,45,57
14160,75975,2,1,19,377,0,8,4,56,14
14161,108453,1,1,16,134,0,7,0,7,14
14162,78305,27,1,17,122,0,8,12,38,25
14163,115806,21,1,35,128,0,8,9,39,23
14164,96298,14,1,43,463,0,8,4,33,24
14165,67197,18,1,13,134,0,8,16,9,20
14166,98476,3,1,19,137,0,6,16,5,45
14167,38029,21,1,13,128,0,9,15,41,43
14168,43124,3,1,19,280,0,7,13,29,9
14169,97716,24,2,32,105,0,8,21,55,58
14170,18522,2,1,17,477,0,8,10,22,37
14171,79012,3,1,18,205,0,9,13,57,3
14172,87816,11,1,18,469,0,8,2,39,0
14173,96983,14,1,13,463,0,8,0,49,37
14174,193007,12,1,25,265,0,7,8,30,22
14175,122020,15,1,13,278,0,9,15,55,27
14176,92766,8,2,25,140,0,7,11,30,18
14177,14792,18,1,19,121,0,9,13,32,50
14178,86402,18,1,41,376,0,8,1,7,38
14179,18049,12,1,13,178,0,9,10,9,27
14180,67606,12,1,23,259,0,8,23,43,7
14181,89251,26,1,22,266,0,9,1,8,50
14182,37113,14,1,13,442,0,7,16,3,27
14183,71099,9,1,27,466,0,9,10,7,31
14184,28283,12,1,19,259,0,8,14,44,26
14185,199066,64,1,13,459,0,7,6,35,1
14186,82472,7,1,28,101,0,7,7,41,34
14187,110023,9,1,18,134,0,7,16,5,40
14188,88935,12,1,15,245,0,7,7,39,58
14189,32554,15,1,14,245,0,7,13,41,12
14190,73487,1,1,10,124,0,7,14,53,39
14191,20556,12,1,13,265,0,8,13,44,4
14192,26995,2,1,6,477,0,8,9,3,2
14193,77361,3,1,20,280,0,8,2,38,53
14194,1713,18,1,9,439,0,8,2,40,10
14195,44327,3,1,16,280,0,9,1,47,36
14196,76772,18,1,13,376,0,8,14,13,8
14197,73487,25,1,19,259,0,9,11,5,38
14198,11594,12,1,17,178,0,6,16,23,26
14199,45745,10,1,10,377,0,9,11,21,36
14200,62648,18,1,3,107,0,7,8,6,53
14201,48846,15,1,13,386,0,9,0,15,47
14202,52620,11,1,3,481,0,9,12,25,34
14203,70521,15,1,8,480,0,7,18,14,13
14204,48906,9,1,6,234,0,8,17,10,56
14205,106800,3,1,19,280,0,8,13,38,45
14206,137984,12,1,23,178,0,7,2,36,54
14207,197965,12,1,19,259,0,7,0,2,47
14208,43855,3,1,12,379,0,7,12,52,22
14209,54346,64,1,37,459,0,6,18,53,21
14210,49219,23,1,19,153,0,7,5,18,55
14211,61699,15,1,28,153,0,8,10,47,57
14212,5314,3,1,6,280,0,8,11,15,45
14213,2490,1,1,44,124,0,8,23,21,33
14214,166544,2,1,13,477,0,7,7,55,51
14215,139476,12,1,13,178,0,7,4,16,56
14216,66957,18,1,35,134,0,8,1,44,32
14217,81674,15,1,15,3,0,7,12,12,20
14218,41420,3,1,19,173,0,9,5,26,44
14219,11778,15,1,18,245,0,7,5,18,32
14220,7373,3,1,13,442,0,8,3,53,48
14221,10410,3,1,19,280,0,8,3,49,29
14222,39784,2,1,3,477,0,7,4,34,57
14223,5729,21,2,17,232,0,7,12,28,15
14224,132821,2,1,20,435,0,8,3,55,33
14225,202693,3,1,17,280,0,7,6,12,49
14226,5348,3,1,13,466,0,9,11,23,33
14227,65362,26,1,19,121,0,9,5,10,42
14228,118866,3,1,22,280,0,8,10,56,22
14229,6805,15,1,6,379,0,9,12,52,43
14230,113603,12,1,19,178,0,9,13,30,32
14231,189176,8,1,37,145,0,6,21,23,7
14232,156162,3,1,37,280,0,9,1,4,11
14233,93523,14,1,47,463,0,8,11,13,58
14234,71912,3,1,18,173,0,8,11,45,29
14235,184503,9,1,19,334,0,9,11,59,1
14236,67197,2,1,13,237,0,7,12,27,31
14237,62178,9,1,13,334,0,9,8,41,49
14238,20556,3,1,17,280,0,9,5,25,29
14239,180024,2,1,13,477,0,7,15,9,9
14240,22374,3,1,17,280,0,9,5,6,37
14241,307348,2,1,20,469,0,9,9,28,45
14242,4442,15,1,19,265,0,7,11,23,36
14243,83388,12,2,80,245,0,9,5,11,54
14244,110964,15,1,37,245,0,9,3,17,29
14245,125842,18,1,14,439,0,8,12,46,42
14246,212234,6,1,41,459,0,7,11,17,9
14247,90009,18,1,13,134,0,9,5,38,42
14248,64022,12,1,47,328,0,7,16,11,33
14249,280683,64,1,19,459,0,8,10,25,17
14250,34663,21,1,17,128,0,7,3,9,10
14251,33534,26,1,13,121,0,9,0,45,36
14252,7168,3,1,19,280,0,8,1,31,11
14253,81275,20,1,19,259,0,6,17,6,50
14254,200107,9,1,19,466,0,9,3,45,17
14255,111539,3,1,17,280,0,8,16,57,16
14256,54984,2,1,22,122,0,8,8,0,22
14257,90626,14,1,19,489,0,7,9,4,8
14258,56400,202,1,27,421,0,9,0,3,58
14259,92766,12,1,20,245,0,8,17,57,41
14260,83561,1,1,19,153,0,8,1,18,50
14261,75355,3,1,13,280,0,8,3,37,13
14262,71295,3,1,13,424,0,7,2,2,20
14263,59005,14,1,18,371,0,8,0,9,20
14264,155985,12,1,19,265,0,9,2,43,48
14265,205911,14,1,19,349,0,7,13,38,27
14266,76745,2,1,19,236,0,9,1,12,59
14267,73978,12,1,22,259,0,7,22,27,53
14268,92334,12,1,19,340,0,8,8,43,2
14269,190501,2,1,19,477,0,9,5,50,34
14270,24674,3,1,19,280,0,9,6,52,57
14271,173085,12,1,16,178,0,7,11,49,47
14272,89976,14,1,15,489,0,9,6,49,31
14273,210211,9,1,13,334,0,8,7,49,45
14274,116651,12,1,32,105,0,9,9,56,33
14275,46504,14,1,19,379,0,7,6,52,46
14276,59384,3,1,17,280,0,7,8,33,58
14277,168944,8,1,4,145,0,8,13,52,15
14278,63147,12,1,13,145,0,8,3,16,27
14279,13728,18,1,13,107,0,9,15,0,37
14280,39681,9,1,17,334,0,7,7,16,31
14281,41611,3,1,19,280,0,9,5,48,45
14282,84594,12,1,13,328,0,9,8,45,44
14283,56170,11,1,13,469,0,8,10,28,44
14284,16453,2,1,19,219,0,8,21,49,2
14285,112181,3,1,19,489,0,8,9,10,24
14286,158128,9,1,13,445,0,7,5,9,35
14287,6740,21,2,15,128,0,7,23,25,17
14288,36150,12,2,13,178,0,8,4,48,58
14289,119870,3,1,18,280,0,8,13,40,10
14290,20449,12,1,15,259,0,7,19,38,41
14291,28179,3,1,13,480,0,7,6,56,11
14292,201182,273,0,0,347,0,7,11,10,23
14293,76181,9,1,1,450,0,9,11,9,27
14294,44456,3,1,18,424,0,7,9,28,59
14295,174247,3,1,19,489,0,8,5,36,39
14296,117018,17,1,19,128,0,9,15,51,58
14297,98530,14,1,6,489,0,9,5,13,33
14298,88281,9,1,13,450,0,9,15,41,4
14299,114107,1,1,1,153,0,8,7,34,24
14300,123994,15,1,22,245,0,7,14,45,55
14301,43423,12,1,13,328,0,8,5,15,3
14302,5348,1,2,25,134,0,7,19,15,51
14303,47118,25,1,13,259,0,7,10,54,24
14304,39784,14,1,13,442,0,8,6,1,7
14305,74719,1,1,15,134,0,7,6,13,38
14306,64320,3,1,35,280,0,8,8,59,5
14307,86291,3,1,19,489,0,8,11,37,52
14308,32907,23,1,13,153,0,7,9,48,52
14309,173639,3,1,13,280,0,7,7,1,1
14310,105587,2,1,41,435,0,7,11,57,46
14311,73487,12,1,13,409,0,7,21,7,24
14312,51918,15,1,12,379,0,7,23,4,11
14313,98738,12,1,11,340,0,9,10,55,41
14314,45299,5,1,7,377,0,8,12,57,26
14315,34842,3,1,18,480,0,9,6,1,49
14316,70567,3,1,48,379,0,8,12,30,43
14317,55920,14,1,13,442,0,8,23,39,27
14318,118101,9,1,13,466,0,8,8,19,49
14319,73333,12,1,13,178,0,8,3,27,55
14320,88992,18,1,17,121,0,9,11,13,0
14321,88111,13,1,19,477,0,8,4,14,15
14322,109913,12,1,6,497,0,7,15,0,50
14323,88217,9,1,6,258,0,9,14,56,37
14324,44327,9,1,13,258,0,7,7,49,13
14325,157602,24,1,9,178,0,6,17,42,37
14326,116504,18,1,13,121,0,9,1,58,24
14327,88856,12,1,19,245,0,7,14,45,3
14328,199769,9,1,13,334,0,7,7,13,42
14329,156869,9,1,19,466,0,8,1,0,10
14330,103065,9,2,37,244,0,7,8,11,29
14331,41285,18,1,10,121,0,8,3,52,18
14332,93605,11,1,37,122,0,6,23,54,16
14333,53479,18,1,3,107,0,9,14,30,12
14334,150495,3,1,13,424,0,6,16,19,52
14335,138561,9,1,19,466,0,8,14,59,50
14336,198081,9,1,13,127,0,8,12,46,32
14337,100393,1,2,28,153,0,7,4,45,28
14338,7775,2,1,13,236,0,9,0,54,44
14339,137052,15,1,19,3,0,9,2,0,32
14340,82843,13,1,13,477,0,7,15,29,14
14341,11051,9,1,53,334,0,8,22,59,54
14342,3009,9,1,25,127,0,9,9,40,3
14343,89550,64,1,14,459,0,7,4,52,8
14344,199496,3,1,19,379,0,7,4,11,52
14345,15080,6,1,19,125,0,7,0,7,40
14346,114739,2,1,1,469,0,7,10,35,59
14347,5178,18,1,15,121,0,9,14,39,22
14348,188186,12,1,19,328,0,7,5,37,54
14349,39808,3,1,8,280,0,7,7,13,53
14350,77462,18,1,19,121,0,8,10,46,42
14351,31555,3,1,19,371,0,8,0,18,15
14352,154226,2,1,19,452,0,8,1,16,10
14353,68491,23,1,18,153,0,8,2,11,11
14354,79909,3,1,13,489,0,7,15,28,27
14355,96759,3,1,19,280,0,7,4,50,23
14356,106644,3,1,15,280,0,9,7,15,37
14357,32526,3,1,13,135,0,7,7,53,31
14358,95145,109,0,0,347,0,7,23,31,36
14359,87764,12,1,17,328,0,8,13,56,45
14360,90891,3,1,10,379,0,7,15,37,33
14361,5314,8,1,19,145,0,8,1,10,2
14362,55729,3,1,19,280,0,8,14,55,56
14363,36792,2,1,19,435,0,7,0,52,38
14364,192029,3,1,1,379,0,9,5,2,58
14365,113949,12,1,13,245,0,7,8,7,13
14366,93054,18,1,13,107,0,7,14,5,47
14367,55297,2,1,19,219,0,8,6,59,3
14368,90293,13,1,13,477,0,9,6,54,5
14369,125190,25,1,13,259,0,7,0,13,24
14370,232061,2,1,13,122,0,8,1,32,38
14371,95948,6,1,8,459,0,8,2,26,41
14372,120709,9,1,13,134,0,8,0,13,19
14373,121819,2,1,8,205,0,9,9,12,10
14374,86049,9,1,19,244,0,7,14,13,41
14375,31572,14,2,19,118,0,9,13,46,21
14376,11178,27,1,13,153,0,7,12,27,8
14377,18423,12,1,17,265,0,8,10,42,3
14378,120360,3,1,11,205,0,7,7,29,32
14379,48140,2,1,25,258,0,8,15,42,39
14380,53054,12,1,13,424,0,8,10,27,20
14381,172994,1,1,25,153,0,7,13,59,56
14382,55705,11,1,32,487,0,6,17,3,8
14383,205649,2,1,53,452,0,7,11,10,16
14384,143473,12,1,13,124,0,9,1,53,48
14385,19394,14,1,41,442,0,7,6,41,47
14386,21724,18,1,19,439,0,8,2,35,54
14387,115804,12,1,13,328,0,6,18,18,49
14388,8259,9,1,13,466,0,9,9,25,31
14389,107998,14,1,19,379,0,7,4,1,54
14390,26995,18,1,49,439,0,8,23,49,28
14391,46829,13,1,25,477,0,9,0,32,14
14392,1117,3,1,1,280,0,8,4,45,30
14393,8760,15,1,47,245,0,8,9,48,14
14394,141684,12,1,8,245,0,6,20,31,7
14395,86767,15,1,12,245,0,8,12,10,56
14396,199554,15,1,13,386,0,9,12,23,25
14397,152799,72,1,13,101,1,7,6,17,18
14398,17751,192,7,21,320,0,7,16,26,49
14399,65370,2,1,17,236,0,7,2,2,1
14400,146012,15,1,19,245,0,6,18,37,9
14401,39156,12,1,19,265,0,8,11,34,10
14402,147046,18,1,1,134,0,7,4,32,53
14403,252471,3,1,15,280,0,8,13,33,23
14404,44042,15,2,8,3,0,7,2,10,19
14405,8552,3,1,19,379,0,7,10,57,58
14406,30976,12,1,18,265,0,9,5,25,37
14407,77523,18,1,13,107,0,8,1,57,23
14408,119163,12,1,14,265,0,9,4,26,7
14409,55103,12,1,19,497,0,9,1,34,47
14410,85006,15,1,19,245,0,9,0,38,53
14411,104781,12,1,15,178,0,9,9,1,10
14412,64265,3,1,13,280,0,8,9,26,44
14413,273211,3,1,17,280,0,8,18,10,4
14414,89696,3,1,13,424,0,9,5,14,3
14415,100182,12,1,16,245,0,8,20,7,33
14416,92298,3,1,13,280,0,8,5,1,49
14417,27782,1,1,22,150,0,9,2,37,1
14418,973,9,1,13,334,0,8,22,23,21
14419,354266,5,1,30,113,1,9,4,43,3
14420,259990,2,1,9,477,0,8,10,19,5
14421,205418,2,1,19,477,0,7,7,29,18
14422,20385,9,1,13,258,0,7,12,49,26
14423,65673,12,1,19,265,0,7,10,16,8
14424,22137,2,2,37,364,0,7,15,1,31
14425,125397,2,1,16,237,0,7,6,9,57
14426,118716,3,1,13,280,0,9,5,35,30
14427,42105,3,1,8,280,0,9,6,48,27
14428,105196,3,1,22,379,0,7,9,45,40
14429,180104,14,1,13,401,0,9,5,17,50
14430,89552,2,1,37,477,0,7,20,51,8
14431,260218,13,1,13,469,0,9,12,7,35
14432,166403,21,1,19,128,0,6,16,47,50
14433,89484,18,1,19,107,0,7,7,51,59
14434,81068,12,1,9,265,0,7,16,31,31
14435,93486,13,1,19,400,0,8,7,0,15
14436,48245,9,1,19,445,0,8,9,57,39
14437,125603,8,1,22,145,0,8,0,39,19
14438,71158,24,1,13,105,0,7,8,44,51
14439,161606,12,1,18,245,0,7,16,47,16
14440,169166,18,1,37,134,0,7,5,30,8
14441,39306,3,1,18,280,0,9,4,54,17
14442,26896,12,1,19,328,0,7,8,5,7
14443,50982,2,1,8,243,0,8,14,59,44
14444,32446,18,1,9,439,0,7,16,21,43
14445,37551,3,1,19,280,0,7,3,56,55
14446,114276,29,1,15,343,0,7,9,24,36
14447,70578,3,1,13,211,0,8,13,10,53
14448,43881,3,1,8,280,0,9,6,16,34
14449,113215,15,1,19,153,0,9,7,2,51
14450,118339,3,1,11,280,0,7,0,20,33
14451,97126,18,1,19,439,0,8,13,43,41
14452,34457,12,1,22,409,0,9,1,42,4
14453,61667,6,2,19,459,0,7,8,21,12
14454,22561,12,1,13,178,0,8,4,16,28
14455,5314,18,1,3,107,0,9,0,13,30
14456,69487,2,1,13,452,0,7,4,26,56
14457,184992,8,1,41,145,0,9,6,15,59
14458,9972,15,1,15,111,0,8,3,6,17
14459,44590,9,1,19,107,0,9,1,41,51
14460,73201,13,1,10,477,0,7,6,38,13
14461,115733,13,1,19,469,0,7,8,15,32
14462,125593,2,1,19,435,0,7,14,17,36
14463,125190,26,1,13,477,0,8,8,28,40
14464,123647,2,1,13,435,0,8,14,20,42
14465,145785,6,2,58,125,0,9,4,9,35
14466,114942,12,2,14,245,0,8,10,2,47
14467,146959,2,1,8,219,0,7,7,1,49
14468,97382,15,1,19,412,0,9,1,56,1
14469,9072,25,2,10,259,0,8,13,1,43
14470,243634,12,1,13,245,0,7,22,32,1
14471,110583,15,1,22,480,0,7,0,28,43
14472,5348,12,1,20,178,0,8,1,25,44
14473,93227,11,1,17,319,0,7,3,2,9
14474,3363,19,0,24,213,0,8,14,58,39
14475,203202,1,1,17,377,0,8,6,30,31
14476,11161,3,1,19,280,0,8,11,27,38
14477,158935,11,1,19,319,0,7,7,34,40
14478,210218,55,1,19,453,0,8,3,41,47
14479,104729,9,1,31,127,0,9,14,43,43
14480,111527,14,1,37,134,0,7,10,9,26
14481,126242,3,1,19,173,0,9,13,5,41
14482,32823,9,1,20,466,0,8,9,39,3
14483,8297,12,1,19,328,0,7,13,52,6
14484,71810,14,1,10,401,0,7,1,17,49
14485,158525,3,1,19,280,0,7,1,47,43
14486,73516,14,1,19,442,0,7,13,48,32
14487,92922,15,1,17,3,0,9,14,35,5
14488,207313,3,1,37,424,0,9,4,47,43
14489,9704,3,1,13,280,0,9,3,48,35
14490,150898,26,1,13,121,0,9,15,17,30
14491,71818,15,1,6,245,0,9,6,25,36
14492,80437,1,1,18,134,0,9,14,1,19
14493,51905,3,2,9,280,0,8,10,23,54
14494,31865,20,1,19,259,0,7,15,57,28
14495,120440,15,1,18,386,0,7,17,14,50
14496,104977,12,1,19,481,0,8,4,33,18
14497,83915,2,1,20,219,0,7,2,29,1
14498,87073,4,1,37,101,0,9,14,37,12
14499,24847,3,1,16,280,0,9,0,12,57
14500,71889,12,1,13,481,0,7,1,34,29
14501,97382,27,1,12,153,0,8,3,34,50
14502,141432,3,1,19,115,0,8,17,9,52
14503,37168,7,1,23,101,0,7,10,47,57
14504,114107,12,1,19,245,0,6,17,10,52
14505,2228,9,1,37,215,0,9,14,22,2
14506,84991,18,1,15,107,0,7,10,6,18
14507,121472,3,1,8,442,0,9,14,13,22
14508,75595,64,1,22,459,0,7,11,59,24
14509,74442,9,1,20,466,0,9,13,33,7
14510,73487,3,1,10,153,0,8,8,7,58
14511,97684,3,2,22,371,0,8,0,12,3
14512,82265,14,1,19,208,0,7,1,2,38
14513,241058,9,1,13,442,0,7,16,29,2
14514,157752,18,3032,607,107,0,7,13,26,35
14515,96063,18,1,8,107,0,8,11,51,0
14516,45868,3,1,13,135,0,9,15,48,18
14517,154828,93,1,19,371,0,8,2,14,11
14518,124066,9,1,42,466,0,8,10,45,7
14519,5314,21,1,19,128,0,8,22,43,10
14520,59710,12,1,16,178,0,8,12,58,42
14521,84644,7,1,12,101,0,8,16,21,11
14522,111159,3,1,20,280,0,8,14,47,3
14523,67535,9,1,22,234,0,9,13,16,6
14524,115947,3,1,11,280,0,7,2,2,9
14525,132831,15,1,22,460,0,8,2,10,11
14526,178699,12,1,13,245,0,7,8,34,8
14527,55979,9,1,19,244,0,9,11,25,54
14528,1543,18,1,8,107,0,9,0,56,7
14529,34150,29,1,20,343,0,9,7,25,29
14530,121472,9,1,13,445,0,8,0,9,54
14531,15759,12,1,13,265,0,7,12,41,55
14532,36132,1,1,41,153,0,7,1,36,52
14533,77761,3,1,28,409,0,8,2,0,47
14534,155891,13,1,13,469,0,8,20,30,28
14535,283025,21,1,22,232,0,8,14,1,1
14536,41477,2,1,17,477,0,7,14,55,39
14537,79981,45,1,25,411,0,8,4,13,52
14538,80306,15,1,19,3,0,9,15,3,41
14539,115320,3,1,22,480,0,9,13,12,19
14540,123716,21,1,17,128,0,6,16,37,6
14541,5402,3,1,20,280,0,9,6,45,19
14542,73671,2,1,13,205,0,9,8,38,23
14543,56784,9,2,32,215,0,7,3,42,12
14544,113025,9,1,13,215,0,8,15,54,45
14545,153162,20,1,19,259,0,7,7,49,46
14546,69296,6,1,13,459,0,8,6,40,56
14547,25679,2,1,32,205,0,7,0,49,6
14548,55853,28,1,13,135,0,9,4,26,59
14549,49386,2,1,19,477,0,9,1,46,47
14550,89596,9,1,19,466,0,9,13,30,42
14551,143256,183,3032,607,347,0,7,9,44,20
14552,87012,19,0,29,213,0,8,18,42,32
14553,118252,14,1,13,463,0,7,22,29,40
14554,48215,8,1,41,140,0,9,12,12,9
14555,118648,2,1,13,237,0,8,7,5,45
14556,115902,15,1,18,245,0,8,14,12,53
14557,119413,12,1,43,259,0,7,11,34,36
14558,12450,9,1,14,334,0,9,0,47,15
14559,30831,9,1,13,442,0,8,7,9,22
14560,55426,14,1,19,416,0,7,1,43,17
14561,156961,3,1,32,442,0,7,4,22,58
14562,44590,2,1,15,205,0,7,12,20,29
14563,30739,3,1,19,452,0,6,16,43,25
14564,200358,3,1,18,280,0,9,1,52,4
14565,49602,9,1,13,442,0,6,23,39,35
14566,151547,13,1,37,477,0,8,12,49,24
14567,31133,14,1,19,349,0,8,5,47,40
14568,60793,11,1,13,173,0,8,23,7,1
14569,79014,3,1,19,115,0,7,2,17,22
14570,12134,12,1,13,265,0,8,11,33,40
14571,213012,3,1,19,280,0,8,7,24,30
14572,77523,1,1,13,153,0,9,13,43,44
14573,85188,12,1,19,178,0,7,22,48,37
14574,296233,18,1,16,107,0,9,11,5,17
14575,52043,3,1,49,424,0,8,9,31,8
14576,64206,14,1,80,134,0,8,2,21,40
14577,208194,14,1,19,480,0,7,1,54,8
14578,64381,15,1,22,245,0,7,17,6,49
14579,69056,14,1,19,489,0,9,12,18,40
14580,90739,25,1,13,259,0,8,6,24,41
14581,75426,23,1,26,153,0,9,5,13,10
14582,74810,11,1,8,219,0,9,4,16,8
14583,90920,2,1,15,237,0,8,3,20,53
14584,5348,12,2,13,178,0,8,11,25,57
14585,48679,12,1,22,265,0,9,15,1,18
14586,339172,3,1,19,280,0,9,7,21,55
14587,227330,9,1,13,127,0,8,15,12,9
14588,42596,3,1,17,480,0,7,14,54,45
14589,33008,12,1,13,245,0,6,21,47,20
14590,184271,23,1,27,153,0,7,9,2,36
14591,69960,3,1,13,280,0,9,7,0,28
14592,4710,8,1,13,145,0,9,7,8,53
14593,19752,24,1,13,178,0,9,15,26,41
14594,79892,18,1,19,121,0,9,7,16,59
14595,182127,15,1,25,386,0,9,0,56,13
14596,174860,2,1,19,219,0,7,3,6,5
14597,105475,8,1,41,145,0,7,18,48,38
14598,8863,18,1,28,107,0,6,21,18,12
14599,116718,3,1,13,211,0,8,11,39,3
14600,262974,2,1,19,477,0,7,17,5,25
14601,201906,12,1,19,205,0,8,14,10,50
14602,30739,2,1,19,469,0,7,8,59,9
14603,103978,3,1,16,280,0,9,0,28,28
14604,113700,3,1,8,317,0,8,9,0,50
14605,197177,24,2,13,105,0,7,17,18,33
14606,5348,26,1,41,477,0,8,6,50,24
14607,187857,15,1,17,315,0,8,4,9,51
14608,67409,3,1,22,489,0,9,3,56,42
14609,100393,2,1,52,452,0,8,12,48,59
14610,114276,9,1,19,489,0,7,13,13,30
14611,309986,3,1,19,280,0,9,1,46,48
14612,104094,2,1,19,377,0,7,3,38,32
14613,134258,14,1,19,134,0,8,7,33,14
14614,48212,3,1,53,137,0,9,9,20,31
14615,211579,18,1,13,134,0,9,13,24,51
14616,105140,2,1,41,364,0,6,16,59,8
14617,37556,3,1,13,489,0,8,7,10,47
14618,5314,12,1,19,178,0,8,2,49,54
14619,5348,8,1,13,145,0,7,9,40,26
14620,90509,3,1,10,280,0,8,0,26,57
14621,108946,1,1,9,17,0,9,6,27,33
14622,15727,18,1,19,134,0,9,14,0,0
14623,52043,18,1,19,107,0,7,9,22,18
14624,19234,12,1,55,205,0,8,18,18,43
14625,298065,12,1,19,328,0,9,12,20,9
14626,95312,1,1,10,134,0,7,17,51,3
14627,22804,9,1,19,127,0,8,20,23,54
14628,158889,20,1,19,259,0,6,16,20,58
14629,109393,18,1,13,107,0,9,15,22,3
14630,63642,18,1,19,107,0,7,19,58,46
14631,211310,15,1,13,140,0,9,13,10,45
14632,52678,12,1,18,178,0,8,10,15,23
14633,45023,3,1,13,173,0,7,0,56,14
14634,73144,15,1,9,265,0,7,22,37,23
14635,96001,12,1,37,265,0,7,13,53,37
14636,81501,15,1,17,430,0,7,2,46,38
14637,73671,14,1,4,439,0,8,14,22,20
14638,122361,13,1,19,477,0,7,21,55,42
14639,206589,1,1,35,153,0,7,10,18,37
14640,5348,12,1,19,205,0,8,14,3,7
14641,5348,14,1,53,379,0,8,18,41,20
14642,69819,12,1,13,178,0,9,10,36,12
14643,202993,26,1,19,121,0,9,2,24,29
14644,59142,3,1,19,489,0,9,3,8,25
14645,7477,9,1,20,127,0,9,9,50,35
14646,145747,12,1,19,265,0,9,6,14,18
14647,77796,24,1,19,105,0,7,10,57,34
14648,5341,23,1,18,153,0,8,1,25,37
14649,105154,12,1,31,205,0,9,11,45,53
14650,15444,3,1,13,211,0,8,10,16,29
14651,138561,18,1,15,439,0,8,16,31,18
14652,111414,9,1,19,466,0,9,8,3,3
14653,102302,3,1,41,280,0,8,4,2,26
14654,105392,13,1,13,477,0,8,0,5,25
14655,76855,18,1,23,107,0,9,15,26,34
14656,121425,23,1,20,153,0,8,1,36,40
14657,105654,18,2,5,449,0,8,2,23,11
14658,66184,3,1,17,173,0,9,2,32,44
14659,77081,3,1,22,466,0,8,5,54,53
14660,119349,9,1,19,127,0,9,14,23,16
14661,23203,9,1,12,232,0,7,2,40,43
14662,7243,15,1,16,245,0,7,7,20,53
14663,4727,2,1,37,219,0,8,4,15,26
14664,63251,14,1,19,489,0,7,11,0,11
14665,77048,3,1,13,402,0,6,22,54,1
14666,305423,3,1,18,135,0,9,13,40,12
14667,129856,22,1,6,116,0,9,12,45,43
14668,27999,23,1,19,153,0,9,6,24,23
14669,109480,64,1,18,459,0,7,9,48,40
14670,47937,2,1,28,435,0,9,4,55,0
14671,100042,3,1,19,280,0,8,3,57,7
14672,5314,20,1,19,259,0,7,17,50,10
14673,125292,5,1,20,377,0,8,4,38,37
14674,43113,18,3032,607,107,0,6,22,9,42
14675,103337,12,2,13,178,0,9,12,11,14
14676,30614,9,1,19,244,0,8,10,42,56
14677,57911,25,1,19,259,0,9,9,55,54
14678,12558,8,1,19,145,0,9,4,23,43
14679,5314,9,1,19,445,0,8,14,12,56
14680,118648,2,1,53,477,0,8,5,0,10
14681,48587,2,1,22,237,0,8,7,58,54
14682,202230,18,1,7,439,0,7,12,37,2
14683,124485,1,1,37,13,0,8,2,58,32
14684,5314,3,1,18,211,0,8,13,44,33
14685,17342,2,1,19,122,0,7,17,5,44
14686,93934,2,1,19,237,0,7,1,30,56
14687,26995,2,1,6,477,0,9,10,52,38
14688,35380,3,1,25,280,0,7,10,18,11
14689,93587,12,1,18,265,0,7,7,29,14
14690,64459,11,1,13,122,0,9,6,14,26
14691,39421,1,1,19,137,0,9,4,57,13
14692,143839,3,1,13,466,0,7,8,48,9
14693,5019,1,2,27,153,0,6,23,0,59
14694,85134,12,1,19,140,0,8,4,58,35
